ed_num,ed_name,pd_num,pd_sufx,pd_ltr,type,adv_num,site_name,site_name_fr,addr,addr_fr,municipality,municipality_fr,province,post_code
11003,Egmont,49,0,,Ordinary,606,St. Eleanors Community Centre,Salle communautaire St. Eleanors,1 West Drive,1 West Drive,Summerside,Summerside,PE,C1N 4E5
11003,Egmont,50,0,,Ordinary,606,Centre 150,Centre 150,150 Industrial Crescent,150 Industrial Crescent,Summerside,Summerside,PE,C1N 5N6
11003,Egmont,51,0,,Ordinary,606,Centre 150,Centre 150,150 Industrial Crescent,150 Industrial Crescent,Summerside,Summerside,PE,C1N 5N6
11003,Egmont,52,0,,Ordinary,606,Linkletter Community Centre,Centre communautaire Linkletter,1670 Route 11,1670 Route 11,Summerside,Summerside,PE,C1N 4J8
11003,Egmont,53,0,,Ordinary,606,St. Eleanors Community Centre,Salle communautaire St. Eleanors,1 West Drive,1 West Drive,Summerside,Summerside,PE,C1N 4E5
11003,Egmont,54,0,,Ordinary,605,St. Eleanors Community Centre,Salle communautaire St. Eleanors,1 West Drive,1 West Drive,Summerside,Summerside,PE,C1N 4E5
11003,Egmont,55,0,,Ordinary,605,Miscouche Recreation Centre,Salle de loisirs de Miscouche,31 School Street,"31, rue School",Miscouche,Miscouche,PE,C0B 1T0
11003,Egmont,56,0,,Ordinary,605,Miscouche Recreation Centre,Salle de loisirs de Miscouche,31 School Street,"31, rue School",Miscouche,Miscouche,PE,C0B 1T0
11003,Egmont,57,0,,Ordinary,605,Linkletter Community Centre,Centre communautaire Linkletter,1670 Route 11,1670 Route 11,Summerside,Summerside,PE,C1N 4J8
11003,Egmont,58,0,,Ordinary,606,Centre 150,Centre 150,150 Industrial Crescent,150 Industrial Crescent,Summerside,Summerside,PE,C1N 5N6
11003,Egmont,59,0,,Ordinary,606,Credit Union Place,Credit Union Place,511 Notre Dame Street,"511, rue Notre Dame",Summerside,Summerside,PE,C1N 1T2
11003,Egmont,60,0,,Ordinary,606,Credit Union Place,Credit Union Place,511 Notre Dame Street,"511, rue Notre Dame",Summerside,Summerside,PE,C1N 1T2
11003,Egmont,61,0,,Ordinary,607,Credit Union Place,Credit Union Place,511 Notre Dame Street,"511, rue Notre Dame",Summerside,Summerside,PE,C1N 1T2
11003,Egmont,62,0,,Ordinary,607,County Fair Mall,Centre commercial County Fair ,475 Granville Street,"475, rue Granville",Summerside,Summerside,PE,C1N 4P7
11003,Egmont,63,0,,Ordinary,607,County Fair Mall,Centre commercial County Fair ,475 Granville Street,"475, rue Granville",Summerside,Summerside,PE,C1N 4P7
11003,Egmont,64,0,,Ordinary,607,Summerside Presbyterian Church,Église presbytérienne de Summerside,130 Victoria Road,130 Victoria Road,Summerside,Summerside,PE,C1N 2G5
11003,Egmont,65,0,,Ordinary,606,Credit Union Place,Credit Union Place,511 Notre Dame Street,"511, rue Notre Dame",Summerside,Summerside,PE,C1N 1T2
11003,Egmont,66,0,,Ordinary,607,Silver Fox Curling & Yacht Community Complex,Silver Fox Curling & Yacht Community Complex,110 Water Street,"110, rue Water",Summerside,Summerside,PE,C1N 1A9
11003,Egmont,67,0,A,Ordinary,607,Silver Fox Curling & Yacht Community Complex,Silver Fox Curling & Yacht Community Complex,110 Water Street,"110, rue Water",Summerside,Summerside,PE,C1N 1A9
11003,Egmont,67,0,B,Ordinary,607,Silver Fox Curling & Yacht Community Complex,Silver Fox Curling & Yacht Community Complex,110 Water Street,"110, rue Water",Summerside,Summerside,PE,C1N 1A9
11003,Egmont,68,0,,Ordinary,604,St. Nicholas Community Centre,Centre communautaire St. Nicholas,3699 Route 11,3699 Route 11,St. Nicholas,St. Nicholas,PE,C0B 1T0
11003,Egmont,69,0,,Ordinary,604,Wellington Vanier Centre,Centre Vanier Wellington,7 Pondside Drive,7 Pondside Drive,Wellington,Wellington,PE,C0B 2E0
11003,Egmont,70,0,,Ordinary,604,Centre Expo Festival,Centre Expo Festival,1745 Route 124,1745 Route 124,Abrams Village,Abrams Village,PE,C0B 2E0
11003,Egmont,71,0,,Ordinary,604,Centre Expo Festival,Centre Expo Festival,1745 Route 124,1745 Route 124,Abrams Village,Abrams Village,PE,C0B 2E0
11003,Egmont,72,0,,Ordinary,604,Centre Expo Festival,Centre Expo Festival,1745 Route 124,1745 Route 124,Abrams Village,Abrams Village,PE,C0B 2E0
11003,Egmont,73,0,,Ordinary,604,Mont Carmel Parish Hall,Centre de Mont Carmel,5786 Route 11,5786 Route 11,Mont Carmel,Mont Carmel,PE,C0B 2E0
11003,Egmont,500,0,A,Mobile,601,Lady Slipper Villa,Villa Lady Slipper ,490 Main Street,"490, rue Main",O'Leary,O'Leary,PE,C0B 1V0
11003,Egmont,500,0,A,Mobile,601,Le Chez Nous,Le Chez Nous,64 Sunset Drive,64 Sunset Drive,Wellington,Wellington,PE,C0B 2E0
11003,Egmont,500,0,A,Mobile,601,Miscouche Villa,Villa de Miscouche ,20 Lady Slipper Drive North,20 Lady Slipper Drive North,Miscouche,Miscouche,PE,C0B 1T0
11003,Egmont,500,0,A,Mobile,601,The Valley Lodge Community Care Centre,The Valley Lodge Community Care Centre,6653 Route 12,6653 Route 12,Tyne Valley,Tyne Valley,PE,C0B 2C0
11003,Egmont,500,0,B,Mobile,601,Reverend W.J. Phillips Residence,Reverend W.J. Phillips Residence,120 Dufferin Street,"120, rue Dufferin",Alberton,Alberton,PE,C0B 1B0
11003,Egmont,500,0,B,Mobile,601,Tignish Seniors Home Care Co-op,Tignish Seniors Home Care Co-op,116 MacLeod Lane,116 MacLeod Lane,Tignish,Tignish,PE,C0B 2B0
11003,Egmont,501,0,,Mobile,606,Andrews of Parkhill,Andrews de Parkhill,216 Schurman Avenue,"216, avenue Schurman",Summerside,Summerside,PE,C1N 6W2
11003,Egmont,501,0,,Mobile,606,Andrews of Summerside,Andrews de Summerside,317 Pope Road,317 Pope Road,Summerside,Summerside,PE,C1N 6G4
11003,Egmont,501,0,,Mobile,606,Summerset Manor,Summerset Manor,15 Frank Mellish Street,"15, rue Frank Mellish",Summerside,Summerside,PE,C1N 0H3
11003,Egmont,501,0,,Mobile,606,Wedgewood Manor,Wedgewood Manor,310 Brophy Avenue,"310, avenue Brophy",Summerside,Summerside,PE,C1N 5N4
11003,Egmont,600,,,Advance,-,Tignish Fire Hall,Caserne de pompiers de Tignish,241 Church Street,"241, rue Church",Tignish,Tignish,PE,C0B 2B0
11003,Egmont,601,,,Advance,-,Holland College West Prince Campus,Holland College West Prince Campus,509 Church Street,"509, rue Church",Alberton,Alberton,PE,C0B 1B0
11003,Egmont,602,,,Advance,-,O'Leary Legion,Légion O'Leary,69 Ellis Avenue,"69, avenue Ellis",O'Leary,O'Leary,PE,C0B 1V0
11003,Egmont,603,,,Advance,-,Tyne Valley Fire Hall,Caserne de pompiers de Tyne Valley,7078 Barlow Road,7078 Barlow Road,Tyne Valley,Tyne Valley,PE,C0B 2C0
11003,Egmont,604,,,Advance,-,Wellington Vanier Centre,Centre Vanier Wellington,7 Pondside Drive,7 Pondside Drive,Wellington,Wellington,PE,C0B 2E0
11003,Egmont,605,,,Advance,-,Miscouche Recreation Centre,Salle de loisirs de Miscouche,31 School Street,"31, rue School",Miscouche,Miscouche,PE,C0B 1T0
11003,Egmont,606,,,Advance,-,Credit Union Place,Credit Union Place,511 Notre Dame Street,"511, rue Notre Dame",Summerside,Summerside,PE,C1N 1T2
11003,Egmont,607,,,Advance,-,Silver Fox Curling & Yacht Community Complex,Silver Fox Curling & Yacht Community Complex,110 Water Street,"110, rue Water",Summerside,Summerside,PE,C1N 1A9
11004,Malpeque,1,0,,Ordinary,601,North Rustico Star of the Sea Club,North Rustico Star of the Sea Club,11 Sunrise Crescent,11 Sunrise Crescent,North Rustico,North Rustico,PE,C0A 1X0
11004,Malpeque,2,0,,Ordinary,601,North Rustico Star of the Sea Club,North Rustico Star of the Sea Club,11 Sunrise Crescent,11 Sunrise Crescent,North Rustico,North Rustico,PE,C0A 1X0
11004,Malpeque,3,0,,Ordinary,602,Brackley Beach Community Centre,Brackley Beach Community Centre,3330 Brackley Point Road,3330 Brackley Point Road,Brackley,Brackley,PE,C0A 1P0
11004,Malpeque,4,0,,Ordinary,602,Brackley Beach Community Centre,Brackley Beach Community Centre,3330 Brackley Point Road,3330 Brackley Point Road,Brackley,Brackley,PE,C0A 1P0
11004,Malpeque,5,0,,Ordinary,602,North Shore Community Centre,North Shore Community Centre,"2120 Covehead Road, Route 25","2120 Covehead Road, Route 25",West Covehead,West Covehead,PE,C0A 1P0
11004,Malpeque,6,0,,Ordinary,602,North Shore Community Centre,North Shore Community Centre,"2120 Covehead Road, Route 25","2120 Covehead Road, Route 25",West Covehead,West Covehead,PE,C0A 1P0
11004,Malpeque,7,0,,Ordinary,602,North Shore Community Centre,North Shore Community Centre,"2120 Covehead Road, Route 25","2120 Covehead Road, Route 25",West Covehead,West Covehead,PE,C0A 1P0
11004,Malpeque,8,0,,Ordinary,602,York Community Centre,York Community Centre,669 Highway 25,669 Highway 25,York,York,PE,C0A 1P0
11004,Malpeque,9,0,,Ordinary,602,York Community Centre,York Community Centre,669 Highway 25,669 Highway 25,York,York,PE,C0A 1P0
11004,Malpeque,10,0,,Ordinary,602,York Community Centre,York Community Centre,669 Highway 25,669 Highway 25,York,York,PE,C0A 1P0
11004,Malpeque,11,0,,Ordinary,602,Brackley Commons,Brackley Commons,14 Union Road,14 Union Road,Brackley,Brackley,PE,C1E 1Z3
11004,Malpeque,12,0,,Ordinary,602,Brackley Commons,Brackley Commons,14 Union Road,14 Union Road,Brackley,Brackley,PE,C1E 1Z3
11004,Malpeque,13,0,,Ordinary,601,Wheatley River Hall,Wheatley River Hall,16 Rackhams Lane,16 Rackhams Lane,Wheatley River,Wheatley River,PE,C0A 1H0
11004,Malpeque,14,0,,Ordinary,602,Milton Community Hall,Milton Community Hall,7 New-Glasgow Road - Rte 224,7 New-Glasgow Road - Rte 224,Milton,Milton,PE,C1E 0S7
11004,Malpeque,15,0,,Ordinary,601,Milton Community Hall,Milton Community Hall,7 New-Glasgow Road - Rte 224,7 New-Glasgow Road - Rte 224,Milton,Milton,PE,C1E 0S7
11004,Malpeque,16,0,,Ordinary,601,Rustico Bay Seniors Club,Rustico Bay Seniors Club,2104 Church Road,2104 Church Road,South Rustico,South Rustico,PE,C0A 1N0
11004,Malpeque,17,0,,Ordinary,601,Rustico Bay Seniors Club,Rustico Bay Seniors Club,2104 Church Road,2104 Church Road,South Rustico,South Rustico,PE,C0A 1N0
11004,Malpeque,18,0,,Ordinary,601,Hunter River Lions Club,Hunter River Lions Club,4615 Route 13,4615 Route 13,Hunter River,Hunter River,PE,C0A 1N0
11004,Malpeque,19,0,,Ordinary,601,Hunter River Lions Club,Hunter River Lions Club,4615 Route 13,4615 Route 13,Hunter River,Hunter River,PE,C0A 1N0
11004,Malpeque,20,0,,Ordinary,601,Stanley Bridge Community Hall,Stanley Bridge Community Hall,4897 Route 224,4897 Route 224,Stanley Bridge,Stanley Bridge,PE,C0B 1M0
11004,Malpeque,21,0,,Ordinary,600,Sea View Community Hall,Sea View Community Hall,3794 Route 20,3794 Route 20,Seaview,Seaview,PE,C0B 1M0
11004,Malpeque,22,0,,Ordinary,600,Malpeque Community Centre,Salle Malpeque,2197 Route 20,2197 Route 20,Malpeque,Malpeque,PE,C0B 1M0
11004,Malpeque,23,0,,Ordinary,600,Spring Valley Community Centre,Spring Valley Community Centre,1234 Spring Valley Road,1234 Spring Valley Road,Spring Valley,Spring Valley,PE,C0B 1M0
11004,Malpeque,24,0,,Ordinary,600,Kensington Legion,Kensington Legion,88 Victoria Street West,"88, rue Victoria Ouest",Kensington,Kensington,PE,C0B 1M0
11004,Malpeque,25,0,,Ordinary,603,Kensington Legion,Kensington Legion,88 Victoria Street West,"88, rue Victoria Ouest",Kensington,Kensington,PE,C0B 1M0
11004,Malpeque,26,0,,Ordinary,603,Kensington Legion,Kensington Legion,88 Victoria Street West,"88, rue Victoria Ouest",Kensington,Kensington,PE,C0B 1M0
11004,Malpeque,27,0,,Ordinary,600,Kensington Legion,Kensington Legion,88 Victoria Street West,"88, rue Victoria Ouest",Kensington,Kensington,PE,C0B 1M0
11004,Malpeque,28,0,,Ordinary,603,Kensington Legion,Kensington Legion,88 Victoria Street West,"88, rue Victoria Ouest",Kensington,Kensington,PE,C0B 1M0
11004,Malpeque,29,0,,Ordinary,603,Kensington Legion,Kensington Legion,88 Victoria Street West,"88, rue Victoria Ouest",Kensington,Kensington,PE,C0B 1M0
11004,Malpeque,30,0,,Ordinary,603,Kensington Legion,Kensington Legion,88 Victoria Street West,"88, rue Victoria Ouest",Kensington,Kensington,PE,C0B 1M0
11004,Malpeque,31,0,,Ordinary,600,New London Community Complex,New London Community Complex,10227 Route 6,10227 Route 6,New London,New London,PE,C0B 1M0
11004,Malpeque,32,0,,Ordinary,600,Clinton View  Lodge,Clinton View  Lodge,30 Clinton View Court,30 Clinton View Court,Kensington,Kensington,PE,C0B 1M0
11004,Malpeque,33,0,,Ordinary,603,North Bedeque United Church,North Bedeque United Church,31 Stavert Shore Road,31 Stavert Shore Road,North Bedeque,North Bedeque,PE,C0B 1G0
11004,Malpeque,34,0,,Ordinary,603,North Bedeque United Church,North Bedeque United Church,31 Stavert Shore Road,31 Stavert Shore Road,North Bedeque,North Bedeque,PE,C0B 1G0
11004,Malpeque,35,0,,Ordinary,600,Emerald Community Centre,Emerald Community Centre,1910 Nodd Road,1910 Nodd Road,Emerald,Emerald,PE,C0B 1M0
11004,Malpeque,36,0,,Ordinary,601,Central Queens United Church,Central Queens United Church,19848 Route 2,19848 Route 2,Hunter River,Hunter River,PE,C0A 1M0
11004,Malpeque,37,0,,Ordinary,601,Central Queens United Church,Central Queens United Church,19848 Route 2,19848 Route 2,Hunter River,Hunter River,PE,C0A 1M0
11004,Malpeque,38,0,,Ordinary,606,Hampshire Hall,Hampshire Hall,851 Route 225,851 Route 225,Hampshire,Hampshire,PE,C0A 1Y0
11004,Malpeque,39,0,,Ordinary,606,Warren Grove Community Centre,Warren Grove Community Centre,7 Mill Road,7 Mill Road,North Wiltshire,North Wilshire,PE,C0A 1Y0
11004,Malpeque,40,0,,Ordinary,606,Miltonvale Community Park,Miltonvale Community Park,413 Sleepy Hollow Road,413 Sleepy Hollow Road,Milton,Milton,PE,C1E 1Z4
11004,Malpeque,41,0,,Ordinary,606,A.P.M. Centre,A.P.M. Centre,37 Lowther Drive,37 Lowther Drive,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,42,0,,Ordinary,606,A.P.M. Centre,A.P.M. Centre,37 Lowther Drive,37 Lowther Drive,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,43,0,,Ordinary,606,A.P.M. Centre,A.P.M. Centre,37 Lowther Drive,37 Lowther Drive,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,44,0,,Ordinary,606,A.P.M. Centre,A.P.M. Centre,37 Lowther Drive,37 Lowther Drive,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,45,0,,Ordinary,606,A.P.M. Centre,A.P.M. Centre,37 Lowther Drive,37 Lowther Drive,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,46,0,,Ordinary,607,A.P.M. Centre,A.P.M. Centre,37 Lowther Drive,37 Lowther Drive,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,47,0,,Ordinary,607,A.P.M. Centre,A.P.M. Centre,37 Lowther Drive,37 Lowther Drive,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,48,0,,Ordinary,607,A.P.M. Centre,A.P.M. Centre,37 Lowther Drive,37 Lowther Drive,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,49,0,,Ordinary,606,A.P.M. Centre,A.P.M. Centre,37 Lowther Drive,37 Lowther Drive,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,50,0,,Ordinary,606,A.P.M. Centre,A.P.M. Centre,37 Lowther Drive,37 Lowther Drive,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,51,0,,Ordinary,607,Cornwall/West River United Church Hall,Cornwall/West River United Church Hall,9 Cornwall Road,9 Cornwall Road,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,52,0,,Ordinary,607,Kingston Legion,Kingston Legion,15385 Trans Canada Highway,15385 Trans Canada Highway,New Haven,New Haven,PE,C0A 1H0
11004,Malpeque,53,0,,Ordinary,605,Kingston Legion,Kingston Legion,15385 Trans Canada Highway,15385 Trans Canada Highway,New Haven,New Haven,PE,C0A 1H0
11004,Malpeque,54,0,,Ordinary,605,Emyvale Recreation Centre,Emyvale Recreation Centre,2155 Kingston Road,2155 Kingston Road,Emyvale,Emyvale,PE,C0A 1Y0
11004,Malpeque,55,0,,Ordinary,605,Emyvale Recreation Centre,Emyvale Recreation Centre,2155 Kingston Road,2155 Kingston Road,Emyvale,Emyvale,PE,C0A 1Y0
11004,Malpeque,56,0,,Ordinary,604,Crapaud Hall,Crapaud Hall,36 Route 13,36 Route 13,Crapaud,Crapaud,PE,C0A 1J0
11004,Malpeque,57,0,,Ordinary,605,Crapaud Hall,Crapaud Hall,36 Route 13,36 Route 13,Crapaud,Crapaud,PE,C0A 1J0
11004,Malpeque,58,0,,Ordinary,604,Kanata Klub,Kanata Klub,45 Anderson Road,45 Anderson Road,Kinkora,Kinkora,PE,C0B 1N0
11004,Malpeque,59,0,,Ordinary,604,Kanata Klub,Kanata Klub,45 Anderson Road,45 Anderson Road,Kinkora,Kinkora,PE,C0B 1N0
11004,Malpeque,60,0,,Ordinary,604,Freetown United Church Hall,Freetown United Church Hall,1381 Freetown Road,1381 Freetown Road,Freetown,Freetown,PE,C0B 1L0
11004,Malpeque,61,0,,Ordinary,604,Bedeque United Church Hall,Bedeque United Church Hall,1230 Callbeck Street,"1230, rue Callbeck",Bedeque,Bedeque,PE,C0B 1G0
11004,Malpeque,62,0,,Ordinary,604,Bedeque United Church Hall,Bedeque United Church Hall,1230 Callbeck Street,"1230, rue Callbeck",Bedeque,Bedeque,PE,C0B 1G0
11004,Malpeque,63,0,,Ordinary,604,Borden Legion,Borden Legion,240 Main Street,"240, rue Main",Borden,Borden,PE,C0B 1X0
11004,Malpeque,64,0,,Ordinary,604,Borden Legion,Borden Legion,240 Main Street,"240, rue Main",Borden,Borden,PE,C0B 1X0
11004,Malpeque,65,0,,Ordinary,604,Borden Legion,Borden Legion,240 Main Street,"240, rue Main",Borden,Borden,PE,C0B 1X0
11004,Malpeque,66,0,,Ordinary,604,South Shore United Church,South Shore United Church,85 Route 10,85 Route 10,Tryon,Tryon,PE,C0A 1J0
11004,Malpeque,67,0,,Ordinary,605,Argyle Shore Community Centre,Argyle Shore Community Centre,7654 Argyle Shore Road,7654 Argyle Shore Road,Argyle Shore,Argyle Shore,PE,C0A 1C0
11004,Malpeque,68,0,,Ordinary,605,Island Wesleyan Church,Island Wesleyan Church,19311 Trans Canada Highway,19311 Trans Canada Highway,Hampton,Hampton,PE,C0A 1J0
11004,Malpeque,69,0,,Ordinary,605,Afton Community Centre,Afton Community Centre,1552 Route 19,1552 Route 19,New Dominion,New Dominion,PE,C0A 1H0
11004,Malpeque,70,0,,Ordinary,605,Afton Community Centre,Afton Community Centre,1552 Route 19,1552 Route 19,New Dominion,New Dominion,PE,C0A 1H0
11004,Malpeque,71,0,,Ordinary,605,Afton Community Centre,Afton Community Centre,1552 Route 19,1552 Route 19,New Dominion,New Dominion,PE,C0A 1H0
11004,Malpeque,500,0,,Mobile,600,Kensington Community Care Home,Kensington Community Care Home,25 Broadway Street South,"25, rue Broadway Sud",Kensington,Kensington,PE,C0B 1M0
11004,Malpeque,500,0,,Mobile,600,MacEwen Mews,MacEwen Mews,12080 Route 6,12080 Route 6,Margate,Margate,PE,C0B 1M0
11004,Malpeque,500,0,,Mobile,600,Perrins Clinton View Lodge,Perrins Clinton View Lodge,30 Clinton View Court,30 Clinton View Court,Kensington,Kensington,PE,C0B 1M0
11004,Malpeque,500,0,,Mobile,600,Rosewood Residence,Rosewood Residence,19580 Route 2,19580 Route 2,Hunter River,Hunter River,PE,C0A 1N0
11004,Malpeque,501,0,,Mobile,605,Burnside,Burnside,707 Clyde River Road,707 Clyde River Road,Clyde River,Clyde River,PE,C0A 1H1
11004,Malpeque,501,0,,Mobile,605,Southshore Villa,Southshore Villa,159 Sherwood Forest Drive,159 Sherwood Forest Drive,Crapaud,Crapaud,PE,C0A 1J0
11004,Malpeque,600,,,Advance,-,Kensington United Church,Kensington United Church,17 School Street,"17, rue School",Kensington,Kensington,PE,C0B 1M0
11004,Malpeque,601,,,Advance,-,Central Queens United Church,Central Queens United Church,19848 Route 2,19848 Route 2,Hunter River,Hunter River,PE,C0A 1M0
11004,Malpeque,602,,,Advance,-,Brackley Commons,Brackley Commons,14 Union Road,14 Union Road,Brackley,Brackley,PE,C1E 1Z3
11004,Malpeque,603,,,Advance,-,Kensington United Church,Kensington United Church,17 School Street,"17, rue School",Kensington,Kensington,PE,C0B 1M0
11004,Malpeque,604,,,Advance,-,Kanata Klub,Kanata Klub,45 Anderson Road,45 Anderson Road,Kinkora,Kinkora,PE,C0B 1N0
11004,Malpeque,605,,,Advance,-,Cornwall/West River United Church Hall,Cornwall/West River United Church Hall,9 Cornwall Road,9 Cornwall Road,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,606,,,Advance,-,Cornwall/West River United Church Hall,Cornwall/West River United Church Hall,9 Cornwall Road,9 Cornwall Road,Cornwall,Cornwall,PE,C0A 1H0
11004,Malpeque,607,,,Advance,-,Cornwall/West River United Church Hall,Cornwall/West River United Church Hall,9 Cornwall Road,9 Cornwall Road,Cornwall,Cornwall,PE,C0A 1H0
